nom,code,type,gid,adresse,lon,lat
Caisse Allocations Familiales (CAF),E,E10,2100,41 Avenue Pierre Curie,-0.5349443,44.8369381
Marché de la Place Hilaire Saura,O,O4,15293,,-0.5372627,44.8388247
Centre technique municipal,O,O2,2166,13 chemin Clerc,-0.5323653,44.8427922
Bureau de poste,F,F4,2174,,-0.5265994,44.8303405
Syndicat Intercommunal de Restauration Collective Cenon Floirac (SIREC),O,O2,3202,8 avenue Marcel Paul,-0.5273878,44.8244037
Fabrique citoyenne,O,O3,10795,Rue Salvador Allende,-0.5112183,44.8451479
Square Joséphine Baker,H,H1,15264,,-0.5109192,44.8460054
Commissariat de police,G,G1,5507,15 avenue de la Libération,-0.5318447,44.8391471
Domaine de la Burthe,H,H3,5095,Chemin de la Burthe,-0.5057197,44.831297
Parc-Relais Floirac Dravemont (abonnés),J,J5,2182,,-0.5103855,44.8450319
Parking Jules Guesde,J,J8,2183,,-0.5276371,44.8296176
Parking Bordeaux Métropole Arena (Metpark),J,J10,15681,,-0.5306894,44.8239076
Réseau de Transport d'Electricité (RTE),K,K4,2192,,-0.5270958,44.8212704
Centre de recyclage du SIVOM de la Rive Droite,M,M5,4909,,-0.526806,44.825099
Marché de Rochefort,O,O4,15295,,-0.6090296,44.7769157
Cimetière du Plantey,F,F3,1271,,-0.6284435,44.7496883
Point information tourisme,F,F1,3226,7 place Bernard Roumegoux,-0.6148554,44.7736667
Bureau d'Information Jeunesse (BIJ),F,F1,9547,7 place Bernard Roumegoux,-0.6148923,44.7735733
Commissariat de police,G,G1,3231,201 cours du Général de Gaulle,-0.6155231,44.7710279
Parc du Bois de Papaye,H,H3,1284,,-0.5945505,44.7660139
Motte Saint-Albe,H,H1,1287,,-0.627903,44.7693893
Parc du Bois de Cotor Laburthe,H,H3,1292,,-0.6177749,44.7858432
Parc de Gazailhan,H,H3,1293,,-0.6016189,44.7780719
Parc de Mandavit,H,H3,1294,,-0.6057631,44.765606
Parc du Château Poumey,H,H3,1296,,-0.6146258,44.7695109
Parc animalier René Canivenc - Le Moulineau,H,H3,3229,,-0.6039016,44.7701677
Parc du Bois d'Anduche,H,H3,5365,,-0.6407552,44.7608837
Parc du Moulin d'Ornon,H,H3,5366,,-0.636803,44.7620784
Parc du Prieuré de Cayac,H,H3,5367,,-0.6232916,44.7659908
Parking Prieuré de Cayac 1,J,J8,1304,,-0.618591,44.7646872
Parking Bernard Roumégoux,J,J8,3347,,-0.6141507,44.7741306
Parking,J,J8,5416,,-0.6054445,44.7704297
Eglise Saint-Pierre,L,L1,1309,,-0.6148539,44.7739017
Salle d'activités religieuses,L,L2,1310,,-0.610159,44.7768643
Presbytère Saint-Pierre,L,L2,1311,,-0.6120754,44.7759042
Ecole Maternelle Centre,A,A1,713,Rue de Los Heros,-0.6760787,44.873629
Institut Médico-Educatif Saute Mouton (IME),A,A11,629,,-0.6064296,44.7863758
Ecole Elémentaire Saint-Géry,A,A2,634,,-0.6023286,44.7791458
Ecole Maternelle Le Pin Franc,A,A1,639,,-0.6024205,44.7676133
Ecole Elémentaire Saint-Exupéry,A,A2,640,7 avenue Charles et Emile Lestage,-0.6158895,44.7752325
Centre d'Etudes Nucléaires de Bordeaux Gradignan (CENBG),A,A5,644,9 chemin du Solarium,-0.6310427,44.7758144
IUT de Bordeaux,A,A5,788,,-0.6099434,44.7911846
Conservatoire de musique,A,A14,5370,,-0.6072322,44.7667698
Institut National de Formation et d'Application (INFA),A,A13,5372,13 chemin du Plantey,-0.6249278,44.7567623
Collège Montessori Internationale de Bordeaux,A,A3,15462,,-0.6424829,44.773096
Crèche multi-accueil Les Ptits Bouchons,P,P1,6722,,-0.5992412,44.785008
Croix Rouge - Unité locale du Canton de Gradignan,B,B3,8933,,-0.6126992,44.7786286
EHPAD Douceur de France,N,N1,9994,12 allée Carthon Ferrière,-0.6000094,44.7867612
Crèche multi-accueil Le Jardin Câlin,P,P1,11366,62 boulevard de Malartic,-0.5953769,44.7682789
Secours Catholique,B,B3,11623,,-0.5975398,44.7721274
Restaurant Universitaire 3,A,A6,11854,,-0.6137059,44.7915901
Foyer d'Accueil Médicalisé Les Fontaines de Monjous (FAM),B,B8,13196,11 rue des Fontaines de Monjous,-0.6049891,44.7757365
Plaine des sports de Mandavit,C,C4,1243,,-0.6098078,44.76676
Gymnase Jehan Buhan,C,C2,1244,,-0.5987317,44.7726863
Gymnase Pierre Toupiac,C,C2,1245,,-0.6167798,44.7742917
Stade d'Ornon,C,C13,1246,,-0.6386748,44.7712086
Centre de loisirs Le Clos du Vivier,C,C7,1248,69 chemin des Moulins,-0.6308532,44.7665789
Comité territorial de rugby de la Côte d'Argent,E,E9,1252,,-0.6116769,44.7641632
City stade,C,C11,12011,,-0.6159945,44.7741756
Skate parc,C,C1,13158,,-0.607931,44.7675842
Terrain de rugby,C,C15,16094,,-0.6109234,44.7650183
Parcours de santé,C,C1,16098,,-0.6040815,44.7649554
Terrain de football,C,C15,16099,,-0.6031211,44.7780003
Salle Saint-Géry,C,C2,16100,,-0.6039295,44.7776762
Tennis,C,C14,16101,2 rue de Pichey,-0.6293951,44.7777939
Terrain de rugby,C,C15,16121,,-0.638717,44.7705641
Salle de danse,C,C2,16122,114 allée des Primevères,-0.6401933,44.7690477
Dojo,C,C2,16123,141 rue de la Croix de Monjous,-0.5864912,44.778913
Terrain de basket,C,C15,16126,,-0.5973087,44.7730025
Espace social et culturel La Source,D,D5,4345,58 rue Edmond Rostand,-0.6720131,44.8641361
Bois de Sainte-Christine,H,H3,1694,,-0.6816474,44.8853415
Parking Miotte,J,J8,7840,,-0.6814608,44.8779041
Parc-Relais Le Haillan-Rostand,J,J5,9834,,-0.668254,44.858812
Lycée professionnel Jacques Brel,A,A4,98,,-0.5138274,44.8766655
Ecole Maternelle Grand Tressan,A,A1,477,,-0.5029387,44.878862
Centre de Formation d'Apprentis Hygie formations (CFA),A,A13,5441,3 rue Louis Beydts,-0.5225448,44.8826202
Institut Médico-Educatif Les Joualles (IME),A,A11,862,,-0.5304216,44.8720527
Habitat Jeunes des Hauts de Garonne (HJHDG),B,B8,916,,-0.5213794,44.87051
EHPAD Les Coteaux,N,N1,918,2 avenue de la Résistance,-0.5178645,44.8809069
Foyer d'Accueil Médicalisé Les Lilas (FAM),B,B8,11788,,-0.5157538,44.8780906
Crèche multi-accueil People&Baby Papillon,P,P1,14470,17 rue de Cavailles,-0.5208213,44.8648389
A. Mérignac Centre,J,J7,21,,-0.6468434,44.8414497
Parking,J,J8,1906,,-0.6487003,44.8408985
A. François Mitterrand,J,J7,3378,,-0.6142937,44.827121
A. Fontaine d'Arlac,J,J7,3380,,-0.6256694,44.8266577
A. Pierre Mendes France,J,J7,3382,,-0.6398559,44.8302076
A. Lycée de Mérignac,J,J7,3384,,-0.647468,44.8348931
Gare de Mérignac Arlac,J,J2,4981,,-0.6262039,44.8266132
Aumonerie des Lycées,L,L2,1082,26 avenue Président René Coty,-0.651416,44.8377936
Mosquée Essalam,L,L1,5678,,-0.6850485,44.8479301
Micro-crèche Premiers Pas,P,P3,11989,58 rue de Landegrand,-0.6129454,44.9580599
Accueil de loisirs sans hébergement (ALSH) Jean Jaurès,C,C7,13376,3 avenue des Sports,-0.5991925,44.9459903
Bureau de l'emploi,O,O2,1200,21 rue Maurice Fillon,-0.6039771,44.9493534
Square du Chemin Vert,H,H1,1207,,-0.6036409,44.9462853
Presbytère,L,L2,1218,,-0.6051431,44.9480832
Section d'Enseignement Général et Professionnel Adapté Collège Gérard Philipe (SEGPA),A,A11,131,38 avenue Pierre Corneille,-0.6232767,44.7995862
Ecole Maternelle Jean Cordier,A,A1,519,28 rue Georges Bizet,-0.6201486,44.8149338
STS Pape Clement,A,A5,523,27 avenue du Pont de l'Orient,-0.6496739,44.8074421
Ecole Elémentaire Jacques Cartier,A,A2,525,35 avenue Joseph Paul Boncour,-0.6712468,44.8127599
Ecole Elémentaire Pierre Castaing,A,A2,530,14 rue Felix Faure,-0.6688933,44.796797
Ecole Maternelle Georges Leygues,A,A1,535,13 avenue de la Chataigneraie,-0.6480046,44.7938326
Résidence Universitaire Ausone (Village universitaire 4),A,A7,11852,10 rue Lucie Aubrac,-0.6216433,44.7900451
Complexe sportif André Nègre,C,C4,1543,10 bis avenue des Provinces,-0.680841,44.7892039
Stade Chiquet,C,C13,1560,20 avenue Marc Desbats,-0.6224583,44.8036701
Squash de Pessac,C,C2,14661,215 avenue Pasteur,-0.6552049,44.8006316
Dojo de la Châtaigneraie,C,C2,14663,33 rue Ferdinand Antoune,-0.646578,44.7951815
Institut de Formation en Soins Infirmiers Centre Hospitalier Universitaire Xavier Arnozan (IFSI),A,A12,569,28 avenue du Haut Levêque,-0.6564558,44.7991479
Centre de Formation d'Apprentis Institut National de l'Hygiene et du Nettoyage Industriel (CFA INHNI),A,A13,573,15 allée Alice Héliodore Gallienne,-0.6503382,44.787836
Maison de l'Archéologie,A,A5,782,8 esplanade des Antilles,-0.6200367,44.7937079
UFR Sciences et Techniques des Activités Physiques et Sportives (STAPS),A,A5,786,12 avenue Camille Jullian,-0.6146738,44.7937641
UFR Sciences de la terre et environnement,A,A5,9077,,-0.6066704,44.805017
UFR Langues et Civilisations,A,A5,9139,,-0.6165618,44.7962835
Campus Talence Pessac Gradignan,A,A5,9162,,-0.6168938,44.7991334
"Institut Thérapeutique, Educatif et Pédagogique Rive Gauche (ITEP)",A,A11,1628,121 avenue Jean Jaurès,-0.6147577,44.8128368
Collège Gérard Philipe,A,A3,11527,38 avenue Pierre Corneille,-0.6229592,44.7991658
Ecole Montessori de Pessac,A,A1,11783,17 rue des Poilus,-0.631993,44.8053692
Maison des métiers de la propreté,A,A13,15482,,-0.6491707,44.7879953
Village Universitaire 3,A,A7,1575,6 avenue Henri Vizioz,-0.6209811,44.7952055
Restaurant Universitaire Le Forum,A,A6,1576,2 avenue Léon Duguit,-0.6195616,44.7974438
EHPAD Les Erables,N,N1,1585,11 avenue des Erables,-0.6220101,44.8119134
EHPAD Maison de Fontaudin,N,N1,1592,6 allée Jeanne Chanay,-0.6234952,44.797106
Centre Médico-Social (CMS),B,B2,1620,,-0.6315181,44.8015977
Comité d'Entraide aux Français Rapatriés (CEFR),B,B3,1624,,-0.6582924,44.8058685
Centre Hospitalier Universitaire (CHU) - Haut Lévêque,B,B1,1634,45 avenue de Magellan,-0.6602421,44.7866999
Clinique mutualiste,B,B1,1638,46 avenue du Docteur Albert Schweitzer,-0.6099699,44.8067485
Hôpital privé Saint-Martin,B,B1,1639,56 allée des Tulipes,-0.6293428,44.7899016
Crèche multi-accueil du Centre Hospitalier Haut Lévêque,P,P1,3205,,-0.6601876,44.7893962
Crèche multi-accueil Cazalouette,P,P1,3389,20 avenue Pierre Castaing,-0.6688001,44.7973116
Crèche multi-accueil Coquelicot,P,P1,3507,1 rue Paul Eluard,-0.6404949,44.7914047
Crèche multi-accueil Calune,P,P1,4516,6 rue du 19 Mars 1962,-0.6321792,44.8103246
Crèche multi-accueil Serpentine,P,P1,7648,1 avenue du Maréchal Juin,-0.6299987,44.7946681
Halte-garderie Les Petits Poucets,P,P2,7649,6 allée des Cigales,-0.6498729,44.7966739
Centre Médico-Psycho-Pédagogique (CMPP),B,B2,4444,,-0.6323899,44.807667
Foyer Occupationnel Château Sauvage (FO),B,B8,7572,,-0.652747,44.7919488
Service de Santé au Travail Inter-entreprises (SSTI33) - Centre de Pessac,B,B2,10090,,-0.6593952,44.8017084
Domaine de Fantaisie - Centre d'animation des Eyquems,C,C8,1077,,-0.6449555,44.8259123
Stade Noël Berthet,C,C13,1152,40 rue d'Eysines,-0.6541342,44.8611256
Circuit Auto-Moto de Mérignac et Karting,C,C10,1153,,-0.72407,44.8432274
City stade d'Arlac,C,C11,1340,,-0.623221,44.8220317
Terrain de rugby,C,C15,1346,1 rue Maréchal Foch,-0.6353941,44.8170245
City stade de Beutre,C,C11,1362,,-0.6978981,44.8170077
Centre de loisirs de Beaudésert,C,C7,3351,,-0.6808585,44.8437899
Gymnase Jean Macé,C,C2,5686,,-0.6625316,44.8411109
Parcours de bicross,C,C1,5687,,-0.6449125,44.8169824
Centre de loisirs Capeyron,C,C7,5845,13 rue Jean Giono,-0.6488992,44.8526306
Salle omnisports Robert Brettes,C,C2,5850,,-0.652966,44.8481881
Tennis,C,C14,5851,,-0.652503,44.8479469
Roller stadium,C,C2,5852,,-0.6537862,44.8465874
Dojo Beutrois,C,C2,7309,,-0.6962581,44.8186445
City stade Centre ville,C,C11,11930,,-0.6535924,44.8456988
Tennis,C,C14,15602,,-0.6372975,44.8173418
Salle omnisports,C,C2,16213,12 allée des Acacias,-0.6831037,44.8378384
Dojo,C,C2,16214,12 allée des Acacias,-0.6828638,44.8379297
Terrain de football,C,C15,16216,,-0.6383186,44.8457757
Parcours de santé,C,C1,16218,,-0.6426791,44.8196389
Terrain de basket,C,C15,16219,,-0.6883929,44.8211226
Terrain de football,C,C15,16221,,-0.6619908,44.8554107
Centre de tir sportif,C,C1,16357,,-0.7140346,44.8476815
Terrain de football,C,C15,16359,,-0.7094027,44.8486879
Terrain de hockey sur gazon,C,C15,16360,,-0.7068002,44.8497415
Terrain de football,C,C15,16602,,-0.6307389,44.8338851
Gymnase Paul Langevin,C,C2,17381,25 rue Paul Langevin,-0.6616258,44.8509954
Bibliothèque de Beaudésert,D,D1,933,9 rue Concorde,-0.6764789,44.8439328
Château Le Vivier,D,D6,955,60 avenue Maréchal de Lattre de Tassigny,-0.6566668,44.8449229
Tour de Veyrines,D,D6,1036,,-0.6461187,44.8256192
Fondation Charles Cante,D,D8,1047,,-0.6474195,44.8404909
Château du Burck,D,D6,5688,,-0.6373883,44.8166881
Bibliothèque de Beutre,D,D1,11505,4 chemin de Pagneau,-0.7003159,44.817593
Hôtel de ville,O,O1,106,60 avenue Maréchal de Lattre de Tassigny,-0.6562925,44.8449708
Caisse Primaire Assurance Maladie (CPAM),E,E10,1685,,-0.6459764,44.8417866
Mairie Annexe d'Arlac,O,O1,1724,3 avenue Victor Hugo,-0.6247835,44.8234699
Mairie Annexe de Mondésir,O,O1,1726,25 avenue de la Marne,-0.6174826,44.8382006
Mairie Annexe du Burck,O,O1,1727,19 avenue du Maréchal Juin,-0.6354603,44.8159568
Centre Régional d'Information et de Coordination Routière (CRICR),E,E7,7095,,-0.612562,44.8333474
Mission locale Technowest - Antenne de Mérignac,E,E11,9442,,-0.6531254,44.855264
Marché Mondésir,O,O4,15306,,-0.6171159,44.837632
BxMétro - Centre Espaces Verts Parc Bourran (281),M,M6,15342,18 rue Alfred de Musset,-0.6281804,44.8357575
Bureau de poste Le Burck,F,F4,1807,17 avenue du Maréchal Juin,-0.6353473,44.8159526
Relais des solidarités Pierre Mauroy,O,O2,7764,19 avenue du Château d'eau,-0.6464725,44.8534046
Maison des habitants de Beaudésert,O,O3,14038,81 avenue des Marronniers,-0.680446,44.844364
Police aux frontières Aéroport Bordeaux Mérignac,G,G1,1825,,-0.7023653,44.8312002
Parc du Château,H,H3,1125,,-0.653667,44.8368637
Maison municipale de Sardine,O,O3,8149,23 avenue Montesquieu,-0.63403,44.7999048
Maison municipale du Monteil,O,O3,1532,13 rue Henry Frugès,-0.6461943,44.8002095
Salle municipale de l'Orangerie,O,O5,1530,21 avenue de Beutre,-0.6682503,44.7982741
Maison municipale de Chiquet,O,O3,1526,18 bis avenue Marc Desbats,-0.6231729,44.8040462
Maison municipale de Saige,O,O3,4833,15 allée des Mimosas,-0.6308784,44.7908071
Maison municipale de Cap de bos,O,O3,1522,39 avenue des Provinces,-0.6815285,44.7920412
Maison municipale de Magonty,O,O3,1520,3 bis place de la Résistance,-0.7050728,44.7926067
Maison municipale de Toctoucau,O,O3,1521,3 place Saint Vincent de Paul,-0.7403393,44.7557135
Salle de France,O,O5,7308,39 rue Anatole France,-0.669302,44.7930629
Salle des Echoppes,O,O5,14781,156 avenue Jean Jaurès,-0.6137884,44.8117098
Centre technique municipal,O,O2,11926,13 rue Thomas Edison,-0.6488159,44.7787041
Commissariat de police,G,G1,1464,2 rue de France,-0.6687727,44.7944852
Parc Razon,H,H3,1441,,-0.6303798,44.803194
Parc et étang de Jozereau,H,H3,1443,,-0.6639725,44.792245
Parc de Fontaudin,H,H3,1449,,-0.6277224,44.7974718
Square Claude Fauvel,H,H1,1456,,-0.6450218,44.8125831
Bois de Pontet,H,H3,3214,,-0.6403056,44.7891888
Parking,J,J8,1430,,-0.6062992,44.80056
Parking,J,J8,1432,,-0.6318958,44.8020052
Parking,J,J8,1434,,-0.6293869,44.7910985
B. UNITEC (Campus),J,J7,3251,,-0.6215106,44.7963192
B. Saige,J,J7,3252,,-0.6285175,44.7939976
B. Bougnard,J,J7,3253,,-0.6340293,44.7940751
Parc-Relais Bougnard,J,J5,3290,,-0.6340739,44.7937597
Parc-Relais Unitec,J,J5,3291,,-0.6222788,44.7948067
Hôtel de ville,O,O1,113,75 avenue Montesquieu,-0.7173568,44.8957106
"Centre d'Etudes et d'expertise sur les Risques, l'Environnement, la Mobilité et l'Aménagement (CEREMA) - Direction Territoriale Sud-Ouest",E,E7,1373,,-0.7423705,44.8848883
Mission locale Technowest - Antenne de Saint-Médard-en-Jalles,E,E11,9458,,-0.6993372,44.8816128
Relais Assistantes Maternelles (RAM),P,P5,16422,,-0.7450215,44.8990497
Bureau de poste,F,F4,1368,,-0.7152411,44.8949632
Agence postale Mairie annexe d'Issac,F,F4,13137,,-0.7723082,44.8951984
Gendarmerie,G,G1,1363,,-0.6966735,44.8851033
Square,H,H1,1338,,-0.6993439,44.8793111
Square,H,H1,1339,,-0.7319239,44.8966372
Square Jacques Rougier,H,H1,1349,,-0.6994068,44.8805729
Bois d'Issac,H,H3,10537,,-0.7663817,44.8947998
Gare de Pessac,J,J2,3385,6 avenue Eugène et Marc Dulout,-0.6317237,44.8045902
Gare d'Alouette France,J,J2,3516,19 rue Martin Luther King,-0.6594728,44.7932786
Parking,J,J8,8130,,-0.6324298,44.8030838
Parking,J,J8,10594,,-0.619569,44.8155793
B. Gare de Pessac Alouette,J,J7,11026,,-0.6577449,44.7931503
Parc-Relais Cap Métiers,J,J5,17101,,-0.6510865,44.7883881
Centre de recyclage Gutenberg,M,M5,3,21 rue Gutenberg,-0.6474326,44.7866923
Eglise évangélique,L,L1,1418,,-0.6177828,44.8046127
Eglise Saint-Jacques,L,L1,1419,,-0.6481612,44.7970509
Eglise Saint-Jean-Marie-Vianney,L,L1,1420,,-0.6703007,44.7972523
Presbytère,L,L2,3216,,-0.6703108,44.7968286
Ecole Elémentaire Molière,A,A2,731,Chemin des Ecoles,-0.7221179,44.9125294
Ecole Elémentaire Jean de La Fontaine,A,A2,3817,Chemin du Hiou,-0.737265,44.9098187
Culture et Eveil de Saint-Aubin de Médoc (CESAM),A,A14,6011,37 route de Tronquet,-0.7330328,44.9142383
Crèche multi-accueil Mes Premiers Pas,P,P1,1640,Chemin des Ecoles,-0.7201651,44.9122817
Halte-garderie La Clé des Champs,P,P2,12638,14 route de Germignan,-0.7199211,44.9122521
Centre Communal Action Sociale (CCAS),B,B7,14793,4 route de Germignan,-0.7229978,44.9119301
Maison des jeunes L'Escale,C,C8,1641,15 route de Jolibois,-0.7231339,44.9127635
Terrain de football,C,C15,15242,Route de la Serpentine,-0.7402444,44.9086632
City stade,C,C11,15244,Route de la Serpentine,-0.7423278,44.9101571
Salle omnisports,C,C2,15249,,-0.7166382,44.9065096
Marché,O,O4,15312,,-0.724234,44.9122168
Cimetière,F,F3,1656,37 allée Ariane,-0.733057,44.9134724
Espace Villepreux - Maison des associations,O,O6,6010,37 route de Tronquet,-0.7322903,44.9141638
Pôle sénior,O,O2,15248,3 allée Gilberte Baquey,-0.7243992,44.9134618
Défense de la Forêt Contre les Incendies (DFCI) - ASA,G,G2,1658,,-0.723722,44.9135216
Parc,H,H3,1661,,-0.7376743,44.9122015
Parc,H,H3,1662,,-0.7337195,44.9085896
Centre Communal Action Sociale (CCAS),B,B7,14794,,-0.5350221,44.9526306
Foyer intergénérationnel,C,C8,11030,,-0.5319189,44.9513879
City stade,C,C11,14016,,-0.5362366,44.9534075
Square,H,H1,1715,,-0.534076,44.9454844
Parking,J,J8,1713,,-0.5352546,44.9547944
Eglise de Saint-Louis de Montferrand,L,L1,1711,,-0.5341812,44.9527499
Ecole Elémentaire Corbiac,A,A2,717,,-0.7024391,44.8732274
Ecole Maternelle Corbiac,A,A1,718,11 avenue du Haillan,-0.703248,44.8737614
Ecole Elémentaire Gajac,A,A2,720,,-0.6963257,44.8885019
Ecole Maternelle Michel Montaigne,A,A1,722,13 avenue de la Boétie,-0.7108108,44.8954913
Ecole Elémentaire La Garenne,A,A2,728,,-0.7421839,44.9016246
Section d'Enseignement Général et Professionnel Adapté Collège Hastignan (SEGPA),A,A11,7576,86 avenue Anatole France,-0.7450105,44.8929904
Cours Péret Bordeaux,A,A4,14037,43 B rue du Périgord,-0.6968417,44.8995288
RPA Flora Tristan,N,N2,1401,2 rue Frédéric Delmestre,-0.7105869,44.896891
Foyer Occupationnel Marc Boeuf (FO),B,B8,1403,,-0.7033804,44.8939339
Secours Populaire Français - Comité de Saint-Médard-en-Jalles,B,B3,11629,,-0.7446929,44.8993019
Crèche multi-accueil,P,P1,14464,14 rue Henri Dunant,-0.711044,44.8915361
Maison de quartier de Feydit,O,O3,1384,60 route de Feydit,-0.7019745,44.8698502
Maison Silhouette,C,C8,1386,,-0.7115361,44.8937116
Gare cycliste,C,C10,1387,,-0.7252958,44.892628
Complexe sportif d'EADS,C,C5,1396,,-0.7748873,44.8895649
Espace Ball' en Jall',C,C1,1398,,-0.7034887,44.8888322
Centre équestre,C,C12,1400,,-0.7679362,44.8919717
Accueil de loisirs Louise Michel,C,C7,1405,173 rue Georges Clémenceau,-0.7377116,44.8844568
Complexe sportif Georges Brassens,C,C4,6265,110 avenue Anatole France,-0.7493912,44.8935273
City stade Hastignan,C,C11,12113,,-0.7489741,44.8930925
Tennis,C,C14,12114,,-0.7055577,44.8871208
City stade Cérillan,C,C11,12119,,-0.7602106,44.8983361
Ludothèque Avec'L,D,D9,13038,,-0.7181741,44.8920062
Accueil de loisirs Michel Montaigne,C,C7,13421,11 avenue de la Boétie,-0.7116392,44.8953104
Stade Monplaisir,C,C13,14865,,-0.7059831,44.8836539
Terrain de football,C,C15,15226,,-0.7466607,44.8913477
Refuge périurbain La Station orbitale,C,C10,17521,,-0.70087,44.8924723
Terrain de football,C,C15,14666,,-0.6319615,44.8127171
Terrain de football,C,C15,14672,,-0.626205,44.7926453
Salle de gymnastique,C,C2,14677,,-0.6259053,44.7921071
Fronton,C,C1,14679,,-0.6285943,44.7907499
Terrain de rugby,C,C15,14681,,-0.6349011,44.7927019
City stade,C,C11,14683,,-0.6495568,44.797048
Salle de gymnastique,C,C2,14686,14 rue de la Fon de Madran,-0.6519006,44.807159
Dojo,C,C2,14691,29 avenue Saint-Exupéry,-0.6752412,44.7969577
Salle de gymnastique,C,C2,14693,29 avenue Saint-Exupéry,-0.6749683,44.797182
Terrain multisports,C,C15,14698,,-0.6798275,44.7888454
Parcours de santé CRAPA,C,C1,14703,,-0.7073985,44.7763103
Tennis,C,C14,14704,,-0.7363805,44.7608799
Terrain de football,C,C15,14688,,-0.6742515,44.796151
Salle omnisports,C,C2,14783,14 rue de la Fon de Madran,-0.6517108,44.8071773
Terrain de football,C,C15,14785,,-0.712079,44.7888996
Office Municipal du Sport (OMS),C,C8,14786,13 Avenue du Colonel Robert Jacqui,-0.6296164,44.8123305
Fronton,C,C1,14823,,-0.7403223,44.7566193
Salle omnisports,C,C2,16307,6 avenue Jean Babin,-0.6214126,44.7918151
Terrain de basket,C,C15,16310,,-0.6160356,44.7931584
Moulin de Noès,D,D6,1509,,-0.6563977,44.8120918
Bibliothèque Pablo Neruda,D,D1,1528,16 allée des Mimosas,-0.6315124,44.79058
Cap sciences - Cap Archéo,D,D3,3208,35 bis rue du Parc Haut-Brion,-0.6123765,44.8121916
Maison municipale Frugès Le Corbusier,D,D3,1512,4 rue le Corbusier,-0.6480108,44.7994711
Salle Bellegrave,D,D4,1536,30 avenue du Colonel Robert Jacqui,-0.6278943,44.8114932
Les arts au mur,D,D3,14375,2 avenue Eugène et Marc Dulout,-0.6315214,44.8047351
Hôtel des monnaies,E,E4,1496,,-0.642522,44.7812401
Caisse Allocations Familiales (CAF),E,E10,1506,22 boulevard Saint Martin,-0.6297713,44.8036878
Caisse Primaire Assurance Maladie (CPAM),E,E10,1507,,-0.6322315,44.8017895
Caisse Assurance Retraite et Santé au Travail (CARSAT),E,E10,4767,,-0.6462282,44.8017512
Mission locale des Graves,E,E11,9459,2 avenue Eugène et Marc Dulout,-0.6312651,44.8047926
Mairie de proximité - Secteur 1,O,O1,11089,11 rue Claude Debussy,-0.6193621,44.8148655
Mairie de proximité - Secteur 2,O,O1,11108,4 allée des Tulipes,-0.6338883,44.7898242
Mairie de proximité - Secteur 4,O,O1,11109,1 ter rue de Romainville,-0.7039682,44.7931548
CNRS - Centre de Recherche Paul Pascal (CRPP),E,E5,758,,-0.6156443,44.8010882
CNRS - Institut de Chimie de la Matière Condensée de Bordeaux (ICMCB),E,E5,9119,,-0.6137983,44.8021516
CNRS - Maison des Pays Ibériques,E,E5,9141,,-0.6190018,44.7953966
Bureau de poste,F,F4,1483,,-0.6333209,44.8019236
Bureau de poste Alouette,F,F4,1484,,-0.6668691,44.7959447
Maison municipale de Verthamon,O,O3,3210,11 rue Claude Debussy,-0.6195621,44.8147871
Crèche multi-accueil Pitchoun P'tit Campus,P,P1,9097,,-0.603402,44.8049728
EHPAD Le Relais des Sens,N,N1,10034,3 rue Georges Pompidou,-0.5791687,44.8029915
Centre médico-scolaire,B,B2,10103,,-0.593326,44.8016498
Les restaurants du coeur,B,B3,10135,,-0.5911813,44.807337
Association de Prévention Spécialisée Frédéric Sévène (APS),B,B3,11781,,-0.5773506,44.8065009
Centre Communal Action Sociale (CCAS),B,B7,14795,Rue du Professeur Arnozan,-0.5885729,44.8082439
EHPAD Home La Tour,N,N1,15902,141 rue de la Vieille Tour,-0.6011352,44.8116292
Maison de quartier Les Malerettes,O,O3,1744,170 cours du Maréchal Galliéni,-0.5952374,44.8204264
Ecole Elémentaire Lac 2,A,A2,224,Rue du Petit Miot,-0.5698813,44.8725997
Salle Boris Diaw,C,C2,3582,11 rue de la Renaissance,-0.5941592,44.81835
Musée de la Création Franche,D,D3,873,58 avenue Maréchal de Lattre de Tassigny,-0.5436363,44.8059666
BxMétro - Service environnement,M,M4,2626,,-0.5338016,44.7983693
City stade Rabat,C,C11,1841,,-0.5980749,44.7977122
Centre de loisirs Les P'tits Potes,C,C7,13425,54 rue de Suzon,-0.5874311,44.8103132
Serres municipales,O,O2,2621,34 avenue Saint Paulin,-0.5616686,44.803739
Parking,J,J8,2600,58 avenue Maréchal de Lattre de Tassigny,-0.5432042,44.8061242
Fronton,C,C1,16290,,-0.5791661,44.8132658
Terrain de basket,C,C15,16292,,-0.5994066,44.7993204
Terrain de rugby,C,C15,16293,,-0.6030476,44.799808
Mur d'escalade,C,C2,16303,,-0.6038578,44.8006423
Mur d'escalade,C,C2,16285,11 rue de la Renaissance,-0.594717,44.8180241
Bibliothèque Universitaire Sciences et Techniques,D,D1,1779,Avenue des Facultés,-0.6021315,44.8064765
Espace Médoquine,D,D4,1781,224 cours du Maréchal Gallieni,-0.5978098,44.8187593
Forum des Arts et de la Culture,D,D5,4076,,-0.5898293,44.8118912
Château Margaut,D,D6,1787,,-0.5913978,44.8071559
Stade - Matmut Atlantique,C,C13,7965,,-0.5616197,44.897522
Centre Hospitalier Universitaire (CHU) - Direction générale,E,E10,1783,,-0.6026849,44.8131708
