nom,code,type,gid,adresse,lon,lat
Trésorerie,E,E4,9493,17 avenue Espeleta,-0.5895767,44.8100984
Centre d'Information et d'Orientation (CIO),E,E5,1790,,-0.6030759,44.8052187
Maison régionale des sports,E,E9,11325,,-0.597311,44.800411
Marché du centre ville,O,O4,15316,,-0.5904177,44.8120814
Cimetière américain,F,F3,1793,,-0.5841686,44.8148247
Ludothèque Interlude Bastide,D,D9,12976,16 rue Nuyens,-0.5619108,44.8447444
Square Felhmann,H,H1,1802,11 rue Paul Lafargue,-0.5854172,44.820345
Lac de Versein,C,C10,1085,8 rue Jean Monnet,-0.5814264,44.7731388
Salle Georges Mandel,C,C2,6329,,-0.581748,44.7658558
Salle d'escalade Roc'altitude,C,C2,6331,,-0.5643311,44.7790345
Complexe sportif du Bocage,C,C4,8694,23 rue Françoise Dolto,-0.5306601,44.775718
Ludothèque,D,D9,9875,,-0.5860427,44.7652162
Terrain de football,C,C15,16384,,-0.585248,44.7614846
Salle omnisports,C,C2,16386,23 rue Françoise Dolto,-0.5312558,44.7758493
Terrain de football,C,C15,16391,,-0.5529065,44.7774607
Club sénior La Forêt,N,N3,16397,,-0.5555799,44.763487
Club sénior Les Graves,N,N3,16398,,-0.5746139,44.7641191
Salle Marcelle Dumas - Espace Animations Séniors,C,C8,17221,11 Rue du Commandant Charcot,-0.5711869,44.7810454
La Maison des Arts Vivants,D,D4,4000,,-0.5827183,44.7895701
Le Cube,D,D4,4096,,-0.5439189,44.7644043
Trésorerie,E,E4,1112,,-0.565,44.7821243
Place de la Victoire 1914-1918,H,H4,1808,,-0.5849348,44.8078473
Square du Petit Bois de Peydavant,H,H1,1809,,-0.5843673,44.8008678
Parc Bel Air,H,H3,1812,,-0.5797278,44.8033307
Square Albert Thomas,H,H1,7987,,-0.591973,44.8206785
Square René Maran,H,H1,7990,,-0.5799716,44.8180615
Square Pineau,H,H1,8025,,-0.5909978,44.8132508
Parking,J,J8,1830,,-0.601854,44.7955025
B. Barrière Saint-Genès,J,J7,3242,,-0.5831188,44.8208091
B. Roustaing,J,J7,3243,,-0.5856781,44.8169311
Parking Gambetta Est,J,J8,3337,,-0.5886951,44.8144996
Eglise Notre-Dame,L,L1,1834,,-0.5917836,44.8127375
Chapelle de la Sainte Famille,L,L1,1837,,-0.5908714,44.7976302
Collège du Pont de la Maye,A,A3,124,5 allée du Commandant Moos,-0.5688742,44.7802425
Ecole Maternelle La Fontaine,A,A1,649,20 rue Alfred Nobel,-0.5839924,44.7690736
Ecole Elémentaire Pluie de Roses,A,A2,664,20 rue du Maréchal Joffre,-0.5697732,44.7909445
Institut des Sciences de la Nature et de l'Agroalimentaire de Bordeaux (ISNAB),A,A5,792,2 impasse Charles Tellier,-0.5845682,44.7878968
Institut des Sciences de la Vigne et du Vin (ISVV),A,A5,3436,,-0.5808054,44.7918625
"Institut Thérapeutique, Educatif et Pédagogique Raymond Bloy (ITEP)",A,A11,1060,52 rue Jacques Yves Cousteau,-0.5845639,44.7843767
Centre Hospitalier de Cadillac - Clinique d'Ornon,B,B1,1058,,-0.5851887,44.7892706
Hôpital Robert Picqué,B,B1,1059,351 route de Toulouse,-0.573112,44.799547
Foyer Claude Quancard,B,B8,1071,,-0.5464879,44.7721057
Crèche multi-accueil Les Petits Moussaillons,P,P1,4116,5 B rue Condorcet,-0.576998,44.770346
Résidence Autonomie Villa Tolosa,N,N2,6336,327 route de Toulouse,-0.5717045,44.8024002
Centre médico-scolaire,B,B2,10104,,-0.5675805,44.7813401
Secours Populaire Français - Antenne de Villenave d'Ornon,B,B3,11631,,-0.5734237,44.7784467
Foyer La Forêt,C,C8,6334,,-0.5555333,44.7633544
Foyer Restaurant Les Graves,N,N4,1093,,-0.5747604,44.7641142
Micro-crèche Imagine,P,P3,14468,20 rue des Alizés,-0.5545568,44.7615258
Les restaurants du coeur,B,B3,15563,,-0.5734922,44.7785512
Foyer Restaurant Villa Tolosa,N,N4,16394,327 route de Toulouse,-0.571836,44.8026383
Centre équestre Eperon d'Ornon,C,C12,1078,,-0.5795669,44.7947967
Stade Barron,C,C13,1079,24 rue Raymond Poincaré,-0.5701653,44.763758
Parking,J,J8,1329,,-0.7173214,44.8971251
Parking Gabachot,J,J8,1331,,-0.7153636,44.8929483
Gare routière,J,J3,1332,,-0.7215638,44.8969871
Parking 8 mai 1945,J,J8,16821,,-0.7210651,44.8960713
Parking des Vergers,J,J8,16824,,-0.7162206,44.8942319
Plateforme des déchets verts,M,M5,4955,,-0.721756,44.8558131
Centre pastoral et presbytère,L,L2,1315,,-0.7181355,44.8957799
Ecole Elémentaire Saint-Vincent de Paul,A,A2,684,2 avenue Paul Princeteau - Rd 10,-0.4696625,44.9566697
Ecole Maternelle Saint-Vincent de Paul,A,A1,15061,2 avenue Paul Princeteau - Rd 10,-0.469436,44.9566431
Cimetière,F,F3,1184,1 rue Louis Savariaud,-0.4698171,44.9554436
Agence postale,F,F4,6043,17 ter avenue Gustave Eiffel,-0.4683151,44.9535197
Ateliers municipaux,O,O2,6047,12 ter rue Anatole Merleau-Ponty,-0.4754739,44.9557854
Parking de l'Ecole,J,J8,1185,,-0.4690967,44.9564493
Stade Emile Miart,C,C13,1878,,-0.6547755,44.9175387
City stade,C,C11,5669,,-0.684891,44.9158669
Skate parc,C,C1,12073,,-0.6851153,44.9158104
Accueil de loisirs Jean Pometan,C,C7,13424,62 rue de la Liberté,-0.6765739,44.9076108
Dojo,C,C2,14858,,-0.6831376,44.9161988
Salle omnisports,C,C2,16022,,-0.6557082,44.9182819
Boulodrome,C,C1,16144,,-0.6845792,44.9159022
Pôle culturel de la Haye,D,D5,8792,27 rue de Plein Soleil,-0.6796728,44.9125592
Auditorium,D,D4,13456,27 rue de Plein Soleil,-0.6794853,44.9127945
Relais Assistantes Maternelles (RAM),P,P5,5481,5 rue du 11 Novembre,-0.6706558,44.904922
Cimetière,F,F3,1890,19 rue des Sables,-0.6749806,44.9092406
Bureau de poste,F,F4,1892,,-0.6682511,44.9056307
Square,H,H1,1894,,-0.6723712,44.9004487
Parc,H,H3,1895,,-0.6994832,44.9043499
Parc du Vivier,H,H3,5510,,-0.6673329,44.9041616
Parking,J,J8,1900,,-0.6761745,44.9081958
Centre de recyclage Le Taillan-Médoc,M,M5,1907,,-0.7046346,44.9078983
Collège Henri Brisson,A,A3,117,,-0.5915377,44.8191864
Lycée technique d'hôtellerie et de tourisme de Gascogne,A,A4,121,15 rue François Rabelais,-0.5934343,44.7955101
Lycée Alfred Kastler,A,A4,122,14 avenue de l'Université,-0.5988156,44.8011324
Ecole Elémentaire Albert Camus,A,A2,553,28 rue Lavoisier,-0.5993406,44.8149807
Ecole Elémentaire Notre-Dame de Sévigné,A,A2,555,36 allée du 7eme Art,-0.592956,44.8119984
Ecole Maternelle Jean Jaurès,A,A1,556,84 rue Jean Jaurès,-0.5795742,44.8170927
Ecole Elémentaire Joliot Curie,A,A2,559,42 rue de Suzon,-0.5881758,44.8101405
Ecole Maternelle Georges Lasserre,A,A1,561,15 rue Michel Slitinsky,-0.5909426,44.8054186
Institut de Formation en Soins Infirmiers Florence Nightingale (IFSI),A,A12,562,201 rue Robespierre,-0.5774191,44.8082647
Institut Régional du Travail Social Aquitaine (IRTS),A,A13,567,9 rue François Rabelais,-0.5978438,44.795886
Ecole Maternelle Jules Michelet,A,A1,600,1 rue Chateaubriand,-0.5899135,44.7937979
Ecole Maternelle Notre-Dame de Sévigné,A,A1,5343,36 allée du 7eme art,-0.5932372,44.8120904
Ecole Elémentaire Saint-Genès,A,A2,7994,134 cours Gambetta,-0.5852433,44.8163857
UFR Chimie,A,A5,9037,,-0.5948783,44.8067457
UFR Physique,A,A5,9038,,-0.592575,44.8082296
Ecole Nationale Supérieure de Cognitique (ENSC),A,A5,9058,109 avenue Roul,-0.5970949,44.8062905
UFR Mathématiques et interactions,A,A5,9223,,-0.5940215,44.809508
UFR Sciences de l'ingénieur,A,A5,9224,,-0.5920969,44.8086183
Service InterUniversitaire Gestion Domaine Universitaire (SIGDU),A,A5,10294,,-0.5979369,44.8075669
Association Départementale des Amis des Voyageurs de la Gironde (ADAV 33),B,B3,1731,,-0.5806912,44.8176517
Association Laïque du Prado (ALP) - Siège,B,B3,1732,,-0.5864209,44.8163057
EHPAD Korian Villa Bontemps,N,N1,1749,257 route de Toulouse,-0.5742114,44.8062469
RPA Résidence Mon Village,N,N2,1752,72 rue Alfred Charlionnet,-0.5961329,44.8026319
Village Universitaire 1,A,A7,1756,,-0.604517,44.8072636
RPA Résidence Francis de Pressensé,N,N2,5337,19 rue Francis de Pressensé,-0.5865254,44.819966
EHPAD Pension Saint-Genès,N,N1,5338,130 rue Emile Combes,-0.5907412,44.8197616
Halte-garderie Les Cabrioles,P,P2,5339,5 résidence Crespy II,-0.5883959,44.8051287
Secours Populaire Français - Comité de Talence,B,B3,7991,,-0.590386,44.8172587
Les restaurants du coeur,B,B3,8109,,-0.5854487,44.7928491
Eglise Saint-Amand,D,D10,17628,,-0.6148377,44.851878
Eglise Saint-Augustin,D,D10,17629,,-0.610912,44.8326526
Cathédrale Saint-André,D,D10,17631,Place Pey Berland,-0.5784264,44.8376299
Eglise Saint-Nicolas,D,D10,17632,43 rue Saint Nicolas,-0.5737006,44.826603
Basilique Saint-Michel,D,D10,17634,,-0.565447,44.8344144
Eglise Sainte-Eulalie,D,D10,17635,30 bis Rue Jean Burguet,-0.5778723,44.833278
Eglise Notre-Dame,D,D10,17638,,-0.5763599,44.8426277
Statue buste de Léo Drouyn,D,D11,17639,Place Pey Berland,-0.5769333,44.8377662
Fontaine Nansouty,D,D11,17643,,-0.5722356,44.8198656
Fontaine Burdigala,D,D11,17644,Place Amédée Larrieu,-0.5814281,44.8301978
Miroir d'Eau des Quais,D,D11,17651,,-0.569096,44.841689
Bassin Jardin Public,D,D11,17653,,-0.5785268,44.8475581
Fontaine Ferdinand Buisson,D,D11,17655,,-0.5511598,44.8241126
"Fontaine murale, école Saint Bruno",D,D11,17658,,-0.5889988,44.8383185
"Statue Charles de Secondat, alias Montesquieu",D,D11,17662,,-0.5730523,44.8461864
Statue buste Général Joseph Guistard de Monsabert,D,D11,17666,,-0.5856338,44.8426821
Fontaine du Monument aux Girondins,D,D11,17668,,-0.5749002,44.8455917
Statue l'Athlète,D,D11,17673,,-0.5452475,44.8429222
OCP - Le Lion bleu,D,D11,17674,,-0.5601955,44.8402013
D. Croix-de-Séguey,A,J7,17985,,-0.5857736,44.8499875
D. Les Ecus,J,J7,17990,,-0.6091369,44.8690545
D. Sainte-Germaine,J,J7,17991,,-0.6144337,44.871539
D. Picot,J,J7,17994,,-0.6411771,44.8813794
Micro-crèche Les 5 sens,P,P3,18065,9 rue de la Vierge,-0.4713181,44.9292987
Maison d'assistantes maternelles (MAM) Aux doux rêves,P,P4,18067,5 rue Jules Ferry,-0.6382995,44.9105377
Indian's Arc,C,C8,18068,,-0.6549342,44.9273039
TV7 Bordeaux,F,F6,18162,,-0.5637503,44.8435071
Ludothèque,D,D9,18183,,-0.648157,44.8422059
Ecole Elémentaire Madeleine Brès,A,A2,18185,6 rue Simone Veil,-0.6030793,44.955343
Aire de remise en forme,C,C1,18204,,-0.64867,44.851052
Ingésup,A,A5,18295,89 quai des Chartrons,-0.5665587,44.8543727
Ecole universitaire de management IAE,A,A5,18296,35 avenue Abadie,-0.5577097,44.8448535
Résidence universitaire Léo Drouyn,A,A7,18306,7 rue Léo Drouyn,-0.5826605,44.8334027
Résidence universitaire Clairefontaine 2,A,A7,18307,25 avenue François Mitterrand,-0.6153838,44.8263843
Résidence universitaire Les Lumières (Village universitaire 4),A,A7,18308,2 avenue Jean Babin,-0.6226074,44.7914131
Résidence universitaire Simone Veil,A,A7,18309,6 avenue Henri Vizioz,-0.621562,44.7953821
Ecole Elémentaire Emmanuel d'Alzon,A,A2,18403,1 rue Raymond Aron,-0.7093675,44.8666635
Forêt communale du canton des Matruques,H,H3,18504,,-0.791806,44.9347335
Bassin de Cap de Bos,H,H3,18507,,-0.6880245,44.7955159
Ecole de la communication et de la création digitale (E-COD),A,A5,18284,10 rue René Cassin,-0.5755372,44.8771726
Espace musical et artistique Evasion,D,D4,18544,Place de la République,-0.4882654,44.9269578
Crèche multi-accueil Babilou Bastide Benauge,P,P1,18624,112 rue de la Benauge,-0.5531217,44.8406425
Maison de la vie associative - Villa Clément V,O,O6,18646,47 avenue Eugène et Marc Dulout,-0.6349366,44.8037774
Maison d'assistantes maternelles (MAM) Association Ma P'tite MAM écolo,P,P4,18663,95 rue Mondenard,-0.5899916,44.8465838
Maison d'assistantes maternelles (MAM) O'Merveilles,P,P4,18666,92 rue Pierre Trebod,-0.5861445,44.8614304
Maison d'assistantes maternelles (MAM) Nos premiers pas,P,P4,18667,3 rue du Couvent,-0.5703495,44.8507634
Maison d'assistantes maternelles (MAM) MooglyMAM,P,P4,18668,1 quai Hubert Prom,-0.5550708,44.8682827
Maison du projet,E,E6,18725,3 avenue du 7eme art,-0.5330615,44.7878837
Parc-Relais Cantinolle,J,J5,18744,,-0.6693618,44.8921036
Fontaine Paul Doumer,D,D11,18765,,-0.5743593,44.8519412
Hotel de Ragueneau,O,O2,18774,71 rue du Loup,-0.5749175,44.8380774
OCP - Traversée,D,D11,18352,,-0.6241107,44.9185244
Vaisseau spatial,D,D11,18359,,-0.5549253,44.8635491
Fontaines de Bacalan,D,D11,18360,,-0.5504684,44.8700702
La vase et le sel,D,D11,18361,,-0.5291852,44.8008093
Jardin de la Grenouillère,H,H2,19743,,-0.5744653,44.8617394
Maison d'assistantes maternelles (MAM) Les petites canailles,P,P4,18364,90 rue Stéhélin,-0.6260549,44.855646
Maison d'assistantes maternelles (MAM) Association L'ile aux enfants,P,P4,18366,37 rue Clerambault,-0.6309187,44.8629501
Maison d'assistantes maternelles (MAM) Association Arbre de vie,P,P4,18380,26 rue Jean Lalanne,-0.5721031,44.8128026
Maison d'assistantes maternelles (MAM) Association A petits pas,P,P4,18381,18 bis rue Dubourdieu,-0.5810706,44.8217546
Maison d'assistantes maternelles (MAM) Association Stram Gram,P,P4,18385,32 sente Marie-Galante,-0.5496284,44.8654688
Ecole Elémentaire Nelson Mandela,A,A2,19544,20 rue Marceline Desbordes-Valmore,-0.5685725,44.8819702
Maison d'assistantes maternelles (MAM) L'île aux oursons,P,P4,18390,166 rue Camille Godard,-0.5827214,44.85492
Maison d'assistantes maternelles (MAM) Mini Poppins,P,P4,18391,17 rue de Rivière,-0.5883924,44.8538005
Maison d'assistantes maternelles (MAM) Association picoti-picota,P,P4,18392,21 rue Latour,-0.5714178,44.8507695
Centre de loisirs associé à l'école (CLAE),C,C7,18723,3 bis avenue du Docteur Gustave Couaillac,-0.5330976,45.0120334
Le Kfé des familles,P,P5,18686,46 rue de New York,-0.5503244,44.8697503
Fontaine la Font d'Audège,D,D11,17679,,-0.5799527,44.8469106
Croix de pierre Eglise saint Ferdinand,D,D11,17680,,-0.5869085,44.8502716
Statue l'Enlèvement d'Iphigénie par Diane,D,D11,17681,,-0.6036754,44.8550669
Statue buste Fernand Lafargue,D,D11,17685,,-0.578705,44.8482038
Statue Carle Vernet,D,D11,17687,,-0.5777425,44.8473137
Statue buste Maxime Lalanne,D,D11,17689,,-0.5780591,44.849006
Statue Calliope,D,D11,17691,,-0.5789527,44.8500127
Statue Jeunesse et Chimère,D,D11,17694,,-0.578148,44.847439
Statue un Berger jouant de la Flute,D,D11,17695,,-0.5789109,44.8476768
Statue Jeanne d'Arc,D,D11,17697,,-0.5753327,44.8487453
Statue Phocion,D,D11,17698,,-0.6019284,44.8516536
Statue Henri François d'Aguesseau,D,D11,17701,,-0.5797314,44.8351705
"Statue Charles de Secondat, alias Montesquieu",D,D11,17702,,-0.5791053,44.8352254
Monument Aux enfants de la Gironde morts pour la Patrie (1870-1871),D,D11,17704,,-0.5797984,44.8348873
Fontaine du Fort du Hâ,D,D11,17706,,-0.5800738,44.8360433
Statue le Soleil et l'Eau,D,D11,17707,,-0.5864613,44.8368674
Statue Aristides de Sousa Mendes,D,D11,17709,,-0.5829235,44.8375754
Direction Interdépartementale des Routes Atlantique (DIRA) - District de Gironde,E,E7,9499,,-0.5581741,44.7754775
Marché de Chambéry,O,O4,15318,62 route de Léognan,-0.5797287,44.7661385
Salle municipale Daguin,O,O5,1108,,-0.586076,44.7664435
Centre technique municipal,O,O2,1110,17 avenue du Général de Castelnau,-0.545866,44.7714085
Bureau de poste,F,F4,1116,2 bis avenue du Maréchal Leclerc,-0.5671041,44.781577
Bureau de poste Foch,F,F4,3225,,-0.5439696,44.7697666
La ferme de Baugé,C,C7,9794,,-0.5817155,44.7780301
Archives municipales,O,O2,14436,7 rue Colette Besson,-0.5326957,44.77688
Centre d'Incendie et de Secours Madère (CIS),G,G2,1121,1 impasse de Benedigues,-0.5819214,44.7842617
Espace vert,H,H1,1130,,-0.5870587,44.7595174
Espace vert,H,H1,1137,,-0.5687631,44.7619208
Espace vert,H,H1,1140,,-0.5749539,44.7870337
Espace vert,H,H1,1143,,-0.5749018,44.7867486
Square,H,H1,1158,,-0.5868115,44.7683571
Parc de Sallegourde,H,H3,1165,,-0.553878,44.7727048
Parc Relais Pyrénées,J,J5,17261,,-0.5639219,44.7742103
C. Villenave Centre - Pont de la Maye,J,J7,17262,,-0.5662264,44.7822695
Assemblée évangélique de Villenave d'Ornon,L,L2,1178,,-0.560948,44.7622174
Eglise Saint-Martin,L,L1,1179,,-0.5419549,44.7716819
Eglise Saint-Delphin,L,L1,1181,,-0.5673227,44.789188
Presbytère Saint-Delphin,L,L2,11619,,-0.5676281,44.7889753
Statue la Sculpture,D,D11,17727,20 cours d'Albret,-0.5813649,44.8380979
Statue F.L. Doucet,D,D11,17729,20 cours d'Albret,-0.5811315,44.8374022
Statue le Lion,D,D11,17742,5 rue des Beaux Arts,-0.560578,44.8305558
Niche avec petite Vierge,D,D11,17744,,-0.5671853,44.832378
Statue Franscesco de Goya,D,D11,17745,,-0.5763736,44.8428814
Statue Muse,D,D11,17746,,-0.6073436,44.8406211
Monument à la mémoire de trois Cauderanais tombés sous les balles allemandes le 26 août 1944,D,D11,17747,,-0.6157073,44.8618869
Statue Allégorie du Commerce et de l'Industrie,D,D11,17749,Place Pey Berland,-0.5789296,44.8379133
Niche cornière,D,D11,17751,,-0.570635,44.8393938
Croix de pierre,D,D11,17753,,-0.5648207,44.8345302
Fontaine La Morlette,D,D11,17757,,-0.5197527,44.8555964
Fontaine Giratoire Calmette,D,D11,17758,,-0.5169661,44.8525054
Fontaine La Ré D'eau,D,D11,17759,,-0.5086553,44.8512146
Statue buste Général Toussaint Louverture,D,D11,17761,,-0.5647167,44.8474193
Statue Modeste Testas,D,D11,17762,,-0.5699291,44.8482547
Jardin partagé Fraternité-Espérance,H,H2,17841,,-0.5445443,44.8378699
Epicerie solidaire,B,B3,17844,180 avenue Pasteur,-0.5311206,44.8411061
Centre d'Innovation et de Formation (CIF),E,E14,17863,4 avenue Jean Alfonsea,-0.5238452,44.8280478
La Maison des pêcheurs,O,O2,17864,Rue René Dunoyer,-0.5357604,44.8329376
Marché du Centre Bourg,O,O4,17865,11 avenue du Président François Mitterrand,-0.5251213,44.8309306
"Espace Petite enfance, Enfance et Familles Le Petit Prince",P,P5,18041,33 rue Jean Mermoz,-0.573895,44.8178008
Maison d'assistantes maternelles (MAM) Ti doudou,P,P4,18064,57 rue Roger Couderc,-0.4975859,44.9394558
Comité de Gironde de Basket,E,E9,19084,6 allée Annie Fratellini,-0.580081,44.7928621
Association des Oeuvres Girondines de Protection de l'Enfance (AOGPE) - Centre d'accueil Raba,B,B3,7862,13 avenue Lucien Lerousseau,-0.5545966,44.8080291
Skate parc,C,C1,19223,,-0.5150789,44.9142571
Maison d'Enfants à Caractère Social Labarthe (MECS),B,B8,2914,11 rue de Tamatave,-0.6048034,44.8217383
Centre médico-scolaire Bordeaux Centre / Bastide,B,B2,3093,47 rue de Nuits,-0.5525324,44.8416664
Centre d'Accueil d'Urgence Leydet (CAU),B,B8,7608,6 rue Leydet,-0.5731393,44.8221231
AIDES Lutte contre le SIDA - Délégation régionale,B,B3,9519,5 quai de Paludate,-0.5577296,44.830528
La Maison de Marie,B,B8,13356,14 place Saint Martial,-0.5656196,44.8581613
Comité d'Etude et d'Information sur la Drogue et les addictions (CEID) - Centre Planterose,B,B3,14306,16 rue Planterose,-0.5657041,44.8329523
Vaillants de Saint-Seurin,C,C8,2824,9 rue Rodrigues Pereire,-0.5852556,44.8435625
Yakafaucon,B,B3,15186,3 place Pierre Jacques Dormoy,-0.5649829,44.8268873
Parc Lavielle,H,H3,19345,,-0.6067439,44.8077914
Grue Wellman,D,D11,19603,,-0.5588187,44.8666602
Ecole Maternelle Nelson Mandela,A,A1,20503,20 rue Marceline Desbordes-Valmore,-0.5685894,44.8823577
Micro-crèche Babynook,P,P3,19143,44 rue Frantz Schrader,-0.6090672,44.8334055
Ecole Maternelle Marie Curie,A,A1,19145,20 rue Chaigneau,-0.590375,44.8572621
Maison du Diabète de la Nutrition et des Risques Cardio Vasculaires,B,B2,20103,84 bis avenue Thiers,-0.5550786,44.8435142
Keap a Breast,B,B3,20105,10 Cours Georges Clémenceau,-0.5794794,44.8421122
Maison du Bien Etre - Association Instants de Beauté,B,B3,20106,45 cours Maréchal Gallieni,-0.591593,44.8242901
Lieu d'Aide à la Relation Parents Enfants,B,B3,20107,62 rue de Belfort,-0.5819691,44.8344483
Centre de Prévention Bien Vieillir AGIRC-ARRCO Nouvelle Aquitaine,B,B2,20110,44 Boulevard Georges V,-0.5898946,44.8260648
Centre Médico-Psychologique ZADOS Bordeaux Saint-Jean,B,B2,20112,25 Rue Lajarte,-0.5711361,44.8250624
"La Maison des Femmes de Bordeaux (Accueil, écoute, information, orientation, insertion socioprofessionnelle et actions culturelles)",B,B3,20121,27 Cours Alsace Lorraine,-0.5695432,44.8379801
Ni Putes Ni Soumises Maison de la Mixité,B,B3,20120,118 rue Héron,-0.589491,44.8307377
Centre de santé Galliéni - Pavillon de la Mutualité - Centre de Planification et d'Education Familiale,B,B2,20125,45 cours du Maréchal Gallieni,-0.5916327,44.8244191
Centre ressources Marie Durand,B,B3,20128,174 avenue Emile Counord,-0.5749249,44.8624562
Maison du Professeur Demons,O,O2,18777,15 rue Professeur Demons,-0.5790753,44.8469321
Crèche multi-accueil Babilou Leclerc,P,P1,19367,126 boulevard Maréchal Leclerc,-0.5924427,44.8277313
